id_provincia,nombre_provincia,anio,semana_epidemiologica,total_casos
82,Santa Fe,2023,32,4.0
82,Santa Fe,2023,33,1.0
82,Santa Fe,2023,34,3.0
82,Santa Fe,2023,35,2.0
82,Santa Fe,2023,36,3.0
82,Santa Fe,2023,38,1.0
82,Santa Fe,2023,39,2.0
82,Santa Fe,2023,40,1.0
82,Santa Fe,2023,43,1.0
82,Santa Fe,2023,45,2.0
82,Santa Fe,2023,46,9.0
82,Santa Fe,2023,47,3.0
82,Santa Fe,2023,48,3.0
82,Santa Fe,2023,49,2.0
82,Santa Fe,2023,50,8.0
82,Santa Fe,2023,51,6.0
82,Santa Fe,2023,52,9.0
86,Santiago del Estero,2023,1,1.0
86,Santiago del Estero,2023,3,2.0
86,Santiago del Estero,2023,5,1.0
86,Santiago del Estero,2023,6,1.0
86,Santiago del Estero,2023,7,8.0
86,Santiago del Estero,2023,8,23.0
86,Santiago del Estero,2023,9,146.0
86,Santiago del Estero,2023,10,430.0
86,Santiago del Estero,2023,11,455.0
86,Santiago del Estero,2023,12,1001.0
86,Santiago del Estero,2023,13,2197.0
86,Santiago del Estero,2023,14,1725.0
86,Santiago del Estero,2023,15,1869.0
86,Santiago del Estero,2023,16,1934.0
86,Santiago del Estero,2023,17,998.0
86,Santiago del Estero,2023,18,968.0
86,Santiago del Estero,2023,19,771.0
86,Santiago del Estero,2023,20,918.0
86,Santiago del Estero,2023,21,518.0
86,Santiago del Estero,2023,22,610.0
86,Santiago del Estero,2023,23,438.0
86,Santiago del Estero,2023,24,323.0
86,Santiago del Estero,2023,25,294.0
86,Santiago del Estero,2023,26,65.0
86,Santiago del Estero,2023,27,46.0
86,Santiago del Estero,2023,28,8.0
86,Santiago del Estero,2023,29,3.0
86,Santiago del Estero,2023,30,2.0
86,Santiago del Estero,2023,31,4.0
86,Santiago del Estero,2023,32,2.0
86,Santiago del Estero,2023,33,1.0
86,Santiago del Estero,2023,38,1.0
86,Santiago del Estero,2023,41,2.0
86,Santiago del Estero,2023,42,1.0
86,Santiago del Estero,2023,43,2.0
86,Santiago del Estero,2023,45,1.0
86,Santiago del Estero,2023,46,1.0
86,Santiago del Estero,2023,48,3.0
86,Santiago del Estero,2023,49,5.0
86,Santiago del Estero,2023,50,4.0
86,Santiago del Estero,2023,51,18.0
86,Santiago del Estero,2023,52,34.0
90,Tucuman,2023,4,1.0
90,Tucuman,2023,5,38.0
90,Tucuman,2023,6,162.0
90,Tucuman,2023,7,148.0
90,Tucuman,2023,8,229.0
90,Tucuman,2023,9,359.0
90,Tucuman,2023,10,825.0
90,Tucuman,2023,11,1746.0
90,Tucuman,2023,12,2681.0
90,Tucuman,2023,13,2969.0
90,Tucuman,2023,14,2480.0
90,Tucuman,2023,15,2985.0
90,Tucuman,2023,16,2008.0
90,Tucuman,2023,17,2732.0
90,Tucuman,2023,18,878.0
90,Tucuman,2023,19,825.0
90,Tucuman,2023,20,667.0
90,Tucuman,2023,21,573.0
90,Tucuman,2023,22,657.0
90,Tucuman,2023,23,321.0
90,Tucuman,2023,24,209.0
90,Tucuman,2023,25,125.0
90,Tucuman,2023,26,182.0
90,Tucuman,2023,27,127.0
90,Tucuman,2023,28,157.0
90,Tucuman,2023,29,56.0
90,Tucuman,2023,30,2.0
90,Tucuman,2023,31,2.0
90,Tucuman,2023,32,2.0
90,Tucuman,2023,33,2.0
90,Tucuman,2023,34,8.0
90,Tucuman,2023,35,1.0
90,Tucuman,2023,41,1.0
90,Tucuman,2023,43,1.0
90,Tucuman,2023,44,2.0
90,Tucuman,2023,45,1.0
90,Tucuman,2023,48,2.0
90,Tucuman,2023,50,1.0
90,Tucuman,2023,51,1.0
90,Tucuman,2023,52,5.0
